name,city,province,latitude,longitude,state_name,population
Long John Silver's,Danville,IL,40.116181,-87.636225,Illinois,28595
Arby's,Vincennes,IN,38.65964,-87.50887,Indiana,16586
Taco Bell,Decatur,IN,40.834574,-84.937724,Indiana,9811
Arby's,Decatur,IN,40.81476,-84.938277,Indiana,9811
Hardee's,Pittsfield,IL,39.606653,-90.82158,Illinois,4420
Penguin Point,Auburn,IN,41.366782,-85.065641,Indiana,13565
Arby's,Kendallville,IN,41.452697,-85.273445,Indiana,10556
Wendy's,Kendallville,IN,41.452288,-85.267806,Indiana,10556
Burger King,Kendallville,IN,41.45062,-85.24563,Indiana,10556
McDonald's,Kendallville,IN,41.452289,-85.268745,Indiana,10556
KFC,Ligonier,IN,41.412,-85.5717,Indiana,4347
Taco Bell,Columbia City,IN,41.169649,-85.493215,Indiana,9897
KFC,Litchfield,IL,39.17805,-89.67558,Illinois,6834
Wendy's,Scottsburg,IN,38.6854,-85.7915,Indiana,7362
Wendy's,Litchfield,IL,39.178908,-89.667812,Illinois,6834
McDonald's,Litchfield,IL,39.17838,-89.66894,Illinois,6834
Taco Bell,Litchfield,IL,39.179074,-89.66839,Illinois,6834
Jack In The Box,Litchfield,IL,39.175855,-89.675151,Illinois,6834
Burger King,Litchfield,IL,39.17591,-89.675037,Illinois,6834
Burger King,Marshall,IL,39.41753,-87.69207,Illinois,4040
Burger King,West Lafayette,IN,40.45299,-86.92139,Indiana,45159
Wendy's,Bedford,IN,38.860945,-86.517296,Indiana,13837
Arby's,Bedford,IN,38.84594,-86.51478,Indiana,13837
Burger King,Angola,IN,41.65625,-84.99869,Indiana,9408
Burger King,Bedford,IN,38.86139,-86.50716,Indiana,13837
McDonald's,West Lafayette,IN,40.45282,-86.91764,Indiana,45159
McDonald's,West Lafayette,IN,40.422445,-86.905196,Indiana,45159
Wendy's,Decatur,IN,40.832525,-84.937673,Indiana,9811
McDonald's,Decatur,IN,40.832543,-84.937674,Indiana,9811
Burger King,Decatur,IN,40.831361,-84.937642,Indiana,9811
Wendy's,Auburn,IN,41.366735,-85.069754,Indiana,13565
Arby's,Auburn,IN,41.36617,-85.078917,Indiana,13565
Taco Bell,Auburn,IN,41.367208,-85.07851,Indiana,13565
Burger King,Auburn,IN,41.36617,-85.07562,Indiana,13565
Wendy's,Greensburg,IN,39.35524,-85.48443,Indiana,12229
Arby's,Greensburg,IN,39.35504,-85.4791,Indiana,12229
McDonald's,Greensburg,IN,39.354294,-85.479835,Indiana,12229
Arby's,Marion,IN,40.56957,-85.6764,Indiana,27531
Arby's,Marion,IN,40.56957,-85.6764,Indiana,276
Taco Bell,Greensburg,IN,39.35539,-85.48033,Indiana,12229
Burger King,Greensburg,IN,39.35639,-85.48142,Indiana,12229
Wendy's,Muncie,IN,40.219001,-85.385252,Indiana,85519
Taco Bell,Muncie,IN,40.21857,-85.40705,Indiana,85519
McDonald's,Muncie,IN,40.21853,-85.430862,Indiana,85519
KFC,Muncie,IN,40.18924,-85.4195,Indiana,85519
Chick-fil-A,Muncie,IN,40.2184,-85.39187,Indiana,85519
Burger King,Elkhart,IN,41.649018,-85.93835,Indiana,149701
McDonald's,South Bend,IN,41.68069,-86.250378,Indiana,279977
McDonald's,Dowagiac,MI,41.984592,-86.12269,Michigan,5732
KFC,New Castle,IN,39.9171,-85.384,Indiana,17367
Burger King,Knightstown,IN,39.842311,-85.558075,Indiana,2241
Taco Bell,Sparta,IL,38.140063,-89.702961,Illinois,4068
Taco Bell,Washington,IN,38.65292,-87.1564,Indiana,12367
Wendy's,Washington,IN,38.652427,-87.173223,Indiana,12367
KFC,Washington,IN,38.6525,-87.159,Indiana,12367
Hardee's,New Castle,IN,39.9293,-85.3822,Indiana,17367
KFC,Hartford City,IN,40.46702,-85.36996,Indiana,5794
McDonald's,Hartford City,IN,40.474987,-85.370014,Indiana,5794
Burger King,Hartford City,IN,40.46784,-85.37071,Indiana,5794
McDonald's,Jasper,IN,38.39,-86.94046,Indiana,15991
Hardee's,Jasper,IN,38.388536,-86.94134,Indiana,15991
McDonald's,Jasper,IN,38.429209,-86.937962,Indiana,15991
Taco Bell,Jasper,IN,38.42206,-86.93746,Indiana,15991
Arby's,Jasper,IN,38.4243,-86.9384,Indiana,15991
Wendy's,Jasper,IN,38.421469,-86.937959,Indiana,15991
Wendy's,Huntingburg,IN,38.30632,-86.955407,Indiana,6396
Taco Bell,Knox,IN,41.285035,-86.621124,Indiana,3479
Burger King,Knox,IN,41.28997,-86.620692,Indiana,3479
McDonald's,Knox,IN,41.283913,-86.620656,Indiana,3479
McDonald's,Kokomo,IN,40.440727,-86.125661,Indiana,59122
Wendy's,Huntington,IN,40.899199,-85.510062,Indiana,17030
Arby's,Huntington,IN,40.89996,-85.50649,Indiana,17030
Taco Bell,Huntington,IN,40.89861,-85.512132,Indiana,17030
KFC,Huntington,IN,40.8993,-85.5128,Indiana,17030
SUBWAY,Richmond,IN,39.82504,-84.92668,Indiana,35581
McDonald's,Richmond,IN,39.829752,-84.878772,Indiana,35581
McDonald's,Richmond,IN,39.832972,-84.823831,Indiana,35581
McDonald's,Madison,IN,38.77471,-85.402911,Indiana,12223
Taco Bell,Madison,IN,38.775923,-85.386949,Indiana,12223
KFC,Madison,IN,38.77444,-85.39452,Indiana,12223
Arby's,Madison,IN,38.771439,-85.414048,Indiana,12223
McDonald's,Terre Haute,IN,39.507388,-87.386481,Indiana,80554
Chick-Fil-A,Columbus,IN,39.21091,-85.87885,Indiana,51824
Rally's,Michigan City,IN,41.70429,-86.894904,Indiana,72294
McDonald's,Michigan City,IN,41.708991,-86.870692,Indiana,72294
KFC,Michigan City,IN,41.67418,-86.89441,Indiana,72294
Burger King,Vandalia,IL,38.97776,-89.09886,Illinois,5796
Wendy's,Vandalia,IL,38.9773,-89.1008,Illinois,5796
KFC,Vandalia,IL,38.969,-89.1294,Illinois,5796
McDonald's,Vandalia,IL,38.97671,-89.10115,Illinois,5796
Arby's,North Vernon,IN,39.015661,-85.639238,Indiana,7078
McDonalds,Owensboro,KY,37.74894,-87.11394,Kentucky,73882
Arby's,Owensboro,KY,37.725335,-87.124052,Kentucky,73882
Arby's,Norristown,PA,40.14046,-75.31142,Pennsylvania,35893
McDonald's,Chesterfield,MO,38.66727,-90.61713,Missouri,49574
Goodcents Deli Fresh Subs,Chesterfield,MO,38.66228,-90.61835,Missouri,49574
Whataburger,Roanoke,TX,33.002341,-97.220698,Texas,10286
McDonald's,Bessemer,AL,33.336959,-86.922153,Alabama,25400
SUBWAY,Farmington,MN,44.640165,-93.145004,Minnesota,23902
McDonald's,Waynesboro,PA,39.754377,-77.575475,Pennsylvania,11047
McDonald's,Winchester,VA,39.21977,-78.13362,Virginia,86067
McDonald's,Shippensburg,PA,40.054057,-77.513818,Pennsylvania,5620
Culver's,Lake Zurich,IL,42.20734,-88.11221,Illinois,19832
Wendy's,Mandeville,LA,30.3649,-90.0652,Louisiana,122591
Wendy's,Covington,LA,30.443621,-90.142917,Louisiana,11658
Wendy's,Covington,LA,30.440295,-90.081234,Louisiana,11658
Arby's,Oklahoma City,OK,35.54911,-97.61955,Oklahoma,1017828
Church's Chicken,Oklahoma City,OK,35.54601,-97.61229,Oklahoma,1017828
KFC,Homestead,PA,40.4041,-79.9145,Pennsylvania,2874
Jimmy John's,Wyoming,MI,42.88514,-85.71075,Michigan,77353
McDonald's,Williamsburg,VA,37.266415,-76.681261,Virginia,97985
Taco Bell,Grand Rapids,MI,42.91102,-85.65282,Michigan,622168
Wendy's,Fort Myers,FL,26.547327,-81.80159,Florida,95051
McDonald's,Gastonia,NC,35.25931,-81.21692,North Carolina,181152
McDonald's,Matthews,NC,35.1418,-80.6237,North Carolina,30577
Popeyes Louisiana Kitchen,Douglasville,GA,33.723988,-84.76282,Georgia,37536
Jacks Grocery,Julian,CA,33.07805,-116.602018,California,1751
Taco Bell,Elyria,OH,41.3668,-82.1107,Ohio,53035
Mr Hero,Berea,OH,41.366417,-81.853273,Ohio,18218
Wendy's,Cleveland,OH,41.3691,-81.8051,Ohio,1695555
Wendy's,Mentor,OH,41.708485,-81.36118,Ohio,47171
Mr Hero,North Royalton,OH,41.313693,-81.735507,Ohio,30972
McDonald's,Flint,MI,43.008953,-83.654232,Michigan,295285
Krystal,Jackson,TN,35.67237,-88.85303,Tennessee,72781
Chick-fil-A,Jackson,TN,35.65661,-88.82798,Tennessee,72781
Arby's,Port Charlotte,FL,27.012185,-82.143438,Florida,66133
Chipotle Mexican Grill,New York,NY,40.71518,-74.010994,New York,19268388
SUBWAY®,New York,NY,40.753251,-73.995938,New York,19268388
Ernie's All American Burger,Sparks,NV,39.55793,-119.70621,Nevada,110024
Whataburger,Houston,TX,29.888506,-95.58129,Texas,6227666
Wendy's,Hazleton,PA,40.98072,-76.01655,Pennsylvania,30111
SONIC Drive In,Hazleton,PA,40.94101,-76.02612,Pennsylvania,30111
SUBWAY,Austin,TX,30.30274,-97.93614,Texas,1940039
b.good,Marlton,NJ,39.878395,-74.920383,New Jersey,10922
Boston Market,Trenton,NJ,40.24679,-74.76851,New Jersey,375343
Arby's,Manitowoc,WI,44.0755,-87.7016,Wisconsin,34620
McDonald's,Denham Springs,LA,30.48206,-90.95461,Louisiana,9323
McDonald's,Denham Springs,LA,30.45677,-90.95636,Louisiana,9323
Sonic Drive-In,Denham Springs,LA,30.4682,-90.95707,Louisiana,9323
Taco Bell,Denham Springs,LA,30.48393,-90.95201,Louisiana,9323
Arby's,Painted Post,NY,42.149852,-77.106502,New York,1824
McDonald's,Petersburg,VA,37.20475,-77.46073,Virginia,33537
Hardee's,Petersburg,VA,37.197495,-77.465198,Virginia,33537
Dairy Queen,Irwin,PA,40.32349,-79.70007,Pennsylvania,3831
McDonald's,Fredericksburg,VA,38.315601,-77.450599,Virginia,187349
Wendy's,Fredericksburg,VA,38.23403,-77.50437,Virginia,187349
Arby's,Fredericksburg,VA,38.225912,-77.503549,Virginia,187349
McDonald's,Algonquin,IL,42.16384,-88.28372,Illinois,30067
Taco Bell,Fredericksburg,VA,38.293087,-77.521158,Virginia,187349
Hardee's,Luray,VA,38.665386,-78.450006,Virginia,4827
McDonald's,Luray,VA,38.66185,-78.49038,Virginia,4827
McDonald's,Cortland,OH,41.2768,-80.7747,Ohio,7080
Moe's Original Bar B Que,Panama City Beach,FL,30.208462,-85.86121,Florida,18971
Culver's,Stillwater,MN,45.040564,-92.839791,Minnesota,19355
Jimmy John's,Arnold,MO,38.43936,-90.37797,Missouri,20956
Chick-fil-A,Chambersburg,PA,39.94021,-77.62872,Pennsylvania,22319
Hardee's,Chambersburg,PA,39.934121,-77.649992,Pennsylvania,22319
Chick-fil-A,Winchester,VA,39.15941,-78.17008,Virginia,86067
Wendy's,Shippensburg,PA,40.06049,-77.49657,Pennsylvania,5620
Burger King,Chambersburg,PA,39.93047,-77.71513,Pennsylvania,22319
Sonic Drive-In,Franklin,OH,39.49735,-84.33605,Ohio,11712
McDonald's,Auburn,CA,38.94177,-121.09574,California,13768
Burger King,Auburn,CA,38.925359,-121.055592,California,13768
Carl's Jr.,Shingle Springs,CA,38.6573,-120.9689,California,3801
McDonald's,Placerville,CA,38.705418,-120.826918,California,10762
Pizza Hut,Quincy,MA,42.246413,-70.976131,Massachusetts,102114
McDonald's,Mandeville,LA,30.41165,-90.04163,Louisiana,122591
Taco Bell,Ponchatoula,LA,30.439137,-90.456197,Louisiana,7808
McDonald's,Mandeville,LA,30.36434,-90.06232,Louisiana,122591
SONIC Drive In,Covington,LA,30.47199,-90.1121,Louisiana,11658
SUBWAY,Burlington,WA,48.50665,-122.33746,Washington,10003
Arby's,Pontiac,MI,42.621022,-83.249393,Michigan,62104
McDonald's,Williamsburg,VA,37.252436,-76.764116,Virginia,97985
Taco Bell,Williamsburg,VA,37.258989,-76.739963,Virginia,97985
McDonald's,Williamsburg,VA,37.27292,-76.68311,Virginia,97985
Taco Bell,Williamsburg,VA,37.24692,-76.6577,Virginia,97985
Wendy's,Williamsburg,VA,37.266412,-76.681256,Virginia,97985
Cook Out,Williamsburg,VA,37.295612,-76.72605,Virginia,97985
In-N-Out Burger,Seaside,CA,36.609207,-121.835724,California,124566
McDonald's,Ringwood,NJ,41.0857,-74.2632,New Jersey,11657
Arby's,Flint,MI,43.060113,-83.764716,Michigan,295285
McDonald's,Trenton,MI,42.126823,-83.186123,Michigan,18125
McDonalds,Flat Rock,MI,42.1071,-83.2859,Michigan,10340
Jimmy John's,Trenton,MI,42.13836,-83.24969,Michigan,18125
Taco Bell,Flat Rock,MI,42.108283,-83.285871,Michigan,10340
KFC,Jackson,TN,35.65783,-88.82853,Tennessee,72781
Wendy's,Cleveland,OH,41.38531,-81.770546,Ohio,1695555
Mr. Hero,Mentor,OH,41.70893,-81.36069,Ohio,47171
Jimmy John's,Marysville,OH,40.233753,-83.34849,Ohio,27518
Jimmy John's,Port Angeles,WA,48.10589,-123.39795,Washington,20118
Arby's,Sturtevant,WI,42.6969,-87.8692,Wisconsin,6772
Jack in the Box,Redlands,CA,34.063455,-117.2243,California,73375
Del Taco,Redlands,CA,34.055192,-117.176228,California,73375
McDonald's,Redlands,CA,34.0549,-117.1756,California,73375
Jack in the Box,Redlands,CA,34.0555,-117.1757,California,73375
Nick's Burgers,Redlands,CA,34.06323,-117.21016,California,73375
Wendy's,Redlands,CA,34.062578,-117.221421,California,73375
Taco Bell,San Bernardino,CA,34.162035,-117.334299,California,222724
Del Taco,San Bernardino,CA,34.165232,-117.279699,California,222724
Baker's Drive Thru,San Bernardino,CA,34.16862,-117.3158,California,222724
Domino's Pizza,Manasquan,NJ,40.1253,-74.0457,New Jersey,5922
McDonald's,Manasquan,NJ,40.12403,-74.06849,New Jersey,5922
Burger King,Hazleton,PA,40.98279,-75.98063,Pennsylvania,30111
Jersey Mike's Subs,Manasquan,NJ,40.112151,-74.07493,New Jersey,5922
McDonald's,Chagrin Falls,OH,41.3898,-81.3402,Ohio,4201
Wendy's,Covington,GA,33.60239,-83.85361,Georgia,14584
Hardee's,Midlothian,VA,37.4429,-77.5838,Virginia,19120
Arby's,Plainfield,IN,39.7158,-86.36077,Indiana,36369
Chick-fil-A,Plainfield,IN,39.71843,-86.35407,Indiana,36369
SONIC Drive In,Pelham,AL,33.26731,-86.80972,Alabama,24827
Arby's,Birmingham,AL,33.60165,-86.6397,Alabama,773997
Taco John's,Spirit Lake,IA,43.42008,-95.12565,Iowa,5518
Taco Bell,Benton,AR,34.580368,-92.573525,Arkansas,36595
Jack in the Box,El Cajon,CA,32.845016,-116.883,California,104449
Krystal,Gray,GA,33.00271,-83.548546,Georgia,3512
Taco Bell,Vermilion,OH,41.40352,-82.36484,Ohio,10343
Arby's,Chambersburg,PA,39.924369,-77.610269,Pennsylvania,22319
Burger King,Waynesboro,PA,39.74453,-77.55202,Pennsylvania,11047
McDonald's,Petersburg,VA,37.20055,-77.332474,Virginia,33537
Taco Bell,Palm Springs,CA,33.84463,-116.524254,California,45070
McDonald's,Minneapolis,MN,45.09317,-93.37735,Minnesota,2937866
Sonic Drive-In,Weaverville,NC,35.704136,-82.57581,North Carolina,4687
Arby's,Middletown,OH,39.500007,-84.350646,Ohio,97529
Carl's Jr.,Auburn,CA,38.935046,-121.092638,California,13768
Burger King,Auburn,CA,38.94174,-121.09626,California,13768
McDonald's,New Kensington,PA,40.55191,-79.75692,Pennsylvania,12011
Hardee's,Sheboygan,WI,43.79238,-87.762928,Wisconsin,75453
Mcdonalds,Cortland,OH,41.31702,-80.7322,Ohio,7080
McDonald's,Elysburg,PA,40.8604,-76.55,Pennsylvania,2492
Mickey's Gyros & Ribs,Oak Park,IL,41.89137,-87.80504,Illinois,53292
KFC,Williamsburg,VA,37.2469,-76.6577,Virginia,97985
Long John Silvers,Clearfield,PA,41.0234,-78.41351,Pennsylvania,5873
Burger King,Elizabethtown,PA,40.131209,-76.564718,Pennsylvania,11925
Five Guys,Lancaster,PA,40.0294,-76.2368,Pennsylvania,407719
Five Guys,Ephrata,PA,40.1655,-76.1585,Pennsylvania,13772
Sensenig Poultry LLC,Manheim,PA,40.118901,-76.379256,Pennsylvania,5027
Burger King,Quarryville,PA,39.894311,-76.173331,Pennsylvania,2856
Burger King,Lancaster,PA,40.037946,-76.268348,Pennsylvania,407719
Burger King,Columbia,PA,40.037999,-76.50859,Pennsylvania,10278
Arby's,Fairborn,OH,39.782786,-83.998372,Ohio,34534
McDonald's,Elk River,MN,45.31018,-93.55619,Minnesota,26793
Burger King,Bellefonte,PA,40.914436,-77.761727,Pennsylvania,6009
McDonald's,Philipsburg,PA,40.9032,-78.2321,Pennsylvania,2748
Burger King,Mechanicsburg,PA,40.2385,-76.98073,Pennsylvania,9720
Five Guys,Mechanicsburg,PA,40.23707,-76.9665,Pennsylvania,9720
Chick-Fil-A,Slidell,LA,30.30578,-89.82571,Louisiana,90755
KFC,Lemoyne,PA,40.240974,-76.888824,Pennsylvania,4742
Wendy's,Mechanicsburg,PA,40.243914,-76.993586,Pennsylvania,9720
McDonald's,Carlisle,PA,40.23308,-77.1429,Pennsylvania,21852
McDonald's,Mechanicsburg,PA,40.240824,-76.987116,Pennsylvania,9720
Taco Bell,Flint,MI,43.06109,-83.76769,Michigan,295285
Waffle House,Carlisle,PA,40.23449,-77.13286,Pennsylvania,21852
Rally's,Elyria,OH,41.37719,-82.07708,Ohio,53035
Burger King,Lemoyne,PA,40.24093,-76.88811,Pennsylvania,4742
McDonald's,York,PA,39.991176,-76.638125,Pennsylvania,244270
Five Guys,Erie,PA,42.05881,-80.089066,Pennsylvania,184712
Burger King,Bloomsburg,PA,41.015629,-76.487872,Pennsylvania,13024
McDonald's,Bloomsburg,PA,41.00847,-76.48565,Pennsylvania,13024
Burger King,Meadville,PA,41.6408,-80.15157,Pennsylvania,12577
Jimmy John's,Canton,OH,40.79671,-81.424,Ohio,287351
Arby's,Fredericksburg,VA,38.3328,-77.47836,Virginia,187349
Hardee's,Fredericksburg,VA,38.25609,-77.49807,Virginia,187349
McDonald's,Fredericksburg,VA,38.34285,-77.49336,Virginia,187349
Arby's,Gordonsville,VA,37.979247,-78.210747,Virginia,1459
McDonald's,Vail,CO,39.62975,-106.41908,Colorado,4613
Burger King,Eagle,CO,39.70698,-106.84028,Colorado,7442
Arby's,Gulf Shores,AL,30.266621,-87.689042,Alabama,16401
Taco Bell,Foley,AL,30.39366,-87.68278,Alabama,24026
KFC,York,PA,39.9099,-76.682,Pennsylvania,244270
KFC,Hanover,PA,39.8228,-76.9978,Pennsylvania,16584
Wendy's,Manasquan,NJ,40.127496,-74.067512,New Jersey,5922
Burger King,Hanover,PA,39.821199,-76.996353,Pennsylvania,16584
Taco Bell,Dover,OH,40.512781,-81.455095,Ohio,13053
Frugals,Port Angeles,WA,48.109656,-123.407724,Washington,20118
Burger King,Kingsland,GA,30.7919,-81.6728,Georgia,19627
Jack in the Box,Temecula,CA,33.520966,-117.16449,California,111167
KFC,Hudson,WI,44.9638,-92.7423,Wisconsin,14959
Arby's,Bessemer,AL,33.45148,-86.98399,Alabama,25400
McDonalds,Bessemer,AL,33.450315,-86.984261,Alabama,25400
SONIC Drive In,Bessemer,AL,33.45102,-86.98081,Alabama,25400
Captain D's,Bessemer,AL,33.45022,-86.98517,Alabama,25400
Bojangles' Famous Chicken 'n Biscuits,Salisbury,NC,35.613199,-80.520824,North Carolina,35825
Seaside Eatery,Seaside Heights,NJ,39.943445,-74.070475,New Jersey,2478
SUBWAY,Millville,NJ,39.4118,-75.03912,New Jersey,27511
Taco Bell,Minneapolis,MN,45.110124,-93.302439,Minnesota,2937866
Burger King,Williamsport,PA,41.247876,-76.992903,Pennsylvania,27612
Dairy Queen,Carson City,NV,39.177388,-119.732214,Nevada,58384
Burger King,Williamsport,PA,41.23208,-77.018816,Pennsylvania,27612
Jack in the Box,Placerville,CA,38.713013,-120.841778,California,10762
Chick-fil-A,Fredericksburg,VA,38.268803,-77.547585,Virginia,187349
McDonald's,Palm Springs,CA,33.844678,-116.527884,California,45070
Bojangles' Famous Chicken 'n Biscuits,Winchester,VA,39.185748,-78.13283,Virginia,86067
Burger King,East Ellijay,GA,34.67684,-84.47796,Georgia,488
Arby's,Mechanicsburg,PA,40.193278,-76.982469,Pennsylvania,9720
Jimmy John's,Coldwater,MI,41.93722,-84.98335,Michigan,13671
Subway,Morgantown,WV,39.64026,-79.95999,West Virginia,77875
Long John Silver's,Williamsburg,VA,37.26755,-76.67702,Virginia,97985
Krystal,Augusta,GA,33.504425,-82.08886,Georgia,439238
Burger King,Circle Pines,MN,45.1567,-93.16275,Minnesota,4968
Krystal,Augusta,GA,33.46868,-82.075236,Georgia,439238
Burger King,Flint,MI,43.060732,-83.768417,Michigan,295285
KFC,Flat Rock,MI,42.1075,-83.2856,Michigan,10340
Chick-Fil-A,Covington,LA,30.44499,-90.082,Louisiana,11658
Burger King,Columbia,SC,34.03046,-81.04266,South Carolina,610536
Waffle House,Greenville,SC,34.8469,-82.34,South Carolina,402612
Burger King,Greenville,SC,34.8666,-82.46541,South Carolina,402612
SONIC Drive In,Clinton,SC,34.4561,-81.8794,South Carolina,7676
Burger King,Greenville,SC,34.8496,-82.3382,South Carolina,402612
Burger King,Greenville,SC,34.82024,-82.34066,South Carolina,402612
Waffle House,West Columbia,SC,33.9818,-81.1034,South Carolina,17963
Waffle House,Camden,SC,34.2216,-80.5969,South Carolina,8267
Wendy's,Camden,SC,34.2463,-80.617,South Carolina,8267
Bojangles' Famous Chicken 'n Biscuits,Elgin,SC,34.168644,-80.798079,South Carolina,2360
KFC,Columbia,SC,34.1156,-80.8859,South Carolina,610536
Waffle House,West Columbia,SC,33.93454,-81.07737,South Carolina,17963
Burger King,Saluda,SC,34.00629,-81.77103,South Carolina,3055
Burger King,Columbia,SC,33.953622,-80.92525,South Carolina,610536
Fazoli's,Columbia,SC,34.0757,-81.1588,South Carolina,610536
Burger King,Lexington,SC,33.98369,-81.25937,South Carolina,24585
Burger King,West Columbia,SC,33.95903,-81.09132,South Carolina,17963
Burger King,Lexington,SC,33.9312,-81.29073,South Carolina,24585
Arby's,Harrisburg,PA,40.2608,-76.8819,Pennsylvania,510827
Pollo Tropical,Homestead,FL,25.49946,-80.41326,Florida,82807
Taco Bell,Gastonia,NC,35.233111,-81.168816,North Carolina,181152
Arby's,Gastonia,NC,35.25307,-81.177,North Carolina,181152
Arby's,Cleveland,OH,41.373432,-81.8241,Ohio,1695555
Arby's,Berea,OH,41.372625,-81.86958,Ohio,18218
Popeye's Chicken & Biscuits,Flint,MI,43.0582,-83.7334,Michigan,295285
Captain D's,Belleville,IL,38.51665,-89.95607,Illinois,41370
White Castle,Cincinnati,OH,39.2863,-84.4856,Ohio,1726642
Wendy's,Cincinnati,OH,39.28241,-84.4859,Ohio,1726642
Wendy's,Cincinnati,OH,39.29191,-84.39403,Ohio,1726642
Arby's,Cincinnati,OH,39.093762,-84.264364,Ohio,1726642
White Castle,Cincinnati,OH,39.09424,-84.26359,Ohio,1726642
Jimmy John's,Cincinnati,OH,39.128339,-84.519822,Ohio,1726642
McDonald's,Cincinnati,OH,39.24698,-84.59638,Ohio,1726642
Dunkin' Donuts,New York,NY,40.71105,-74.006714,New York,19268388
McDonald's,Pittston,PA,41.307007,-75.764046,Pennsylvania,7626
Wendy's,Pittston,PA,41.314323,-75.75517,Pennsylvania,7626
Chick-fil-A,Nashua,NH,42.70296,-71.44067,New Hampshire,240705
Chick-fil-A,Gainesville,VA,38.79202,-77.60659,Virginia,18196
McDonald's,Coopersville,MI,43.058379,-85.95701,Michigan,4848
Wetzel's Pretzels,Grandville,MI,42.88046,-85.75656,Michigan,16356
Chick-fil-A,Philadelphia,PA,40.02819,-75.09894,Pennsylvania,5782653
Hardee's,Murfreesboro,TN,35.856238,-86.403573,Tennessee,194551
Chick-fil-A,Mount Juliet,TN,36.16653,-86.51374,Tennessee,42073
Taco John's,Stillwater,MN,45.03343,-92.84765,Minnesota,19355
McDonald's,Joliet,IL,41.5626,-88.1606,Illinois,150445
Penn Station East Coast Subs,Cincinnati,OH,39.232649,-84.590518,Ohio,1726642
McDonald's,Cincinnati,OH,39.222592,-84.587042,Ohio,1726642
Rally's,Florence,KY,38.98971,-84.63746,Kentucky,32803
McDonald's,Florence,KY,38.97455,-84.66138,Kentucky,32803
Taco Bell,Florence,KY,38.97497,-84.6609,Kentucky,32803
Taco Bell,Florence,KY,39.00039,-84.65409,Kentucky,32803
McDonald's,Cincinnati,OH,39.112875,-84.574661,Ohio,1726642
Wendy's,Florence,KY,39.0177,-84.6347,Kentucky,32803
Taco Bell,Florence,KY,39.00464,-84.62074,Kentucky,32803
Wendy's,Florence,KY,38.96591,-84.67671,Kentucky,32803
Taco Bell,Hamilton,OH,39.396718,-84.552878,Ohio,63468
White Castle,Hamilton,OH,39.39664,-84.55194,Ohio,63468
McDonald's,Hamilton,OH,39.39867,-84.55872,Ohio,63468
Taco Bell,Hamilton,OH,39.42329,-84.59265,Ohio,63468
Sonic Drive-In,Hamilton,OH,39.42297,-84.59373,Ohio,63468
Wendy's,Hamilton,OH,39.3973,-84.5524,Ohio,63468
Arby's,Hamilton,OH,39.423607,-84.584287,Ohio,63468
McDonald's,Fairfield,OH,39.347332,-84.54015,Ohio,44828
